Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 
Vardas409           Pavarde409          7    6    5    1    5    3    6    9    10   4    
Vardas410           Pavarde410          5    3    8    6    3    5    6    1    2    1    
Vardas411           Pavarde411          3    10   9    5    5    4    2    4    7    4    
Vardas412           Pavarde412          8    6    7    3    1    2    1    7    1    4    
Vardas413           Pavarde413          6    5    10   6    8    7    9    10   1    3    
Vardas414           Pavarde414          4    5    2    7    9    1    10   2    9    9    
Vardas415           Pavarde415          1    1    1    6    4    7    3    8    8    1    
Vardas416           Pavarde416          8    10   2    8    8    9    7    7    1    6    
Vardas417           Pavarde417          3    1    8    1    3    3    5    4    7    8    
Vardas418           Pavarde418          2    2    10   9    3    3    9    2    7    1    
Vardas419           Pavarde419          7    8    7    3    5    5    3    8    3    4    
Vardas420           Pavarde420          9    5    5    7    8    1    5    3    9    3    
Vardas421           Pavarde421          3    10   4    2    7    8    3    10   4    4    
Vardas422           Pavarde422          3    6    2    5    5    9    10   8    8    3    
Vardas423           Pavarde423          8    4    4    5    7    8    1    8    2    1    
Vardas424           Pavarde424          2    4    6    4    6    7    5    9    2    4    
Vardas425           Pavarde425          10   10   5    10   9    3    3    2    7    10   
Vardas426           Pavarde426          4    6    4    3    9    10   1    2    5    1    
Vardas427           Pavarde427          7    10   10   6    4    4    3    2    2    3    
Vardas428           Pavarde428          10   3    9    1    2    5    2    1    9    2    
Vardas429           Pavarde429          8    9    1    6    8    7    9    6    1    5    
Vardas430           Pavarde430          10   3    2    8    2    7    9    2    6    6    
Vardas431           Pavarde431          7    1    4    4    2    6    6    3    3    10   
Vardas432           Pavarde432          7    1    4    4    10   10   4    2    3    3    
Vardas433           Pavarde433          7    1    1    4    9    7    5    1    3    8    
Vardas434           Pavarde434          10   5    6    5    3    4    7    3    9    9    
Vardas435           Pavarde435          8    7    10   7    6    5    7    1    10   4    
Vardas436           Pavarde436          9    9    2    1    5    10   3    6    2    6    
Vardas437           Pavarde437          1    4    10   1    1    7    10   9    1    4    
Vardas438           Pavarde438          1    4    1    8    4    10   10   10   2    1    
Vardas439           Pavarde439          6    3    3    2    7    10   6    8    2    1    
Vardas440           Pavarde440          10   1    9    6    2    3    6    8    6    6    
Vardas441           Pavarde441          6    7    7    7    4    1    10   8    5    4    
Vardas442           Pavarde442          1    1    4    4    8    7    2    8    10   1    
Vardas443           Pavarde443          9    5    1    4    4    5    9    4    5    4    
Vardas444           Pavarde444          2    1    3    6    2    2    4    9    5    8    
Vardas445           Pavarde445          7    1    10   5    2    6    10   7    10   1    
Vardas446           Pavarde446          8    7    8    8    8    1    5    4    4    7    
Vardas447           Pavarde447          2    5    3    5    4    7    3    1    3    2    
Vardas448           Pavarde448          8    1    6    9    4    1    8    6    2    1    
Vardas449           Pavarde449          7    9    2    7    2    4    3    3    2    4    
Vardas450           Pavarde450          8    8    7    4    1    5    4    6    5    8    
Vardas451           Pavarde451          10   4    4    10   4    1    7    3    6    4    
Vardas452           Pavarde452          5    7    3    7    7    6    5    2    6    5    
Vardas453           Pavarde453          9    3    4    8    4    7    7    7    10   10   
Vardas454           Pavarde454          8    9    6    6    1    3    3    6    1    2    
Vardas455           Pavarde455          4    6    2    3    10   10   8    10   9    10   
Vardas456           Pavarde456          8    3    6    3    1    6    9    7    3    2    
Vardas457           Pavarde457          9    2    6    8    1    2    8    10   7    2    
Vardas458           Pavarde458          10   4    1    5    2    2    4    4    8    8    
Vardas459           Pavarde459          10   6    8    2    1    1    8    2    1    6    
Vardas460           Pavarde460          10   9    2    6    2    7    5    4    3    10   
Vardas461           Pavarde461          4    3    1    7    5    6    7    5    8    9    
Vardas462           Pavarde462          4    5    8    8    4    1    1    6    3    1    
Vardas463           Pavarde463          4    2    4    8    5    2    4    10   5    3    
Vardas464           Pavarde464          5    2    10   9    1    6    9    4    2    3    
Vardas465           Pavarde465          8    7    3    1    8    1    10   10   2    1    
Vardas466           Pavarde466          5    5    2    8    6    4    7    5    3    9    
Vardas467           Pavarde467          4    8    10   10   4    4    3    2    8    3    
Vardas468           Pavarde468          7    10   3    5    2    1    2    8    5    5    
Vardas469           Pavarde469          5    3    6    7    3    8    3    10   8    7    
Vardas470           Pavarde470          6    5    2    9    5    7    6    1    8    5    
Vardas471           Pavarde471          4    9    8    4    6    5    9    8    5    7    
Vardas472           Pavarde472          4    1    2    5    7    2    5    10   9    10   
Vardas473           Pavarde473          6    10   2    3    4    2    3    6    1    5    
Vardas474           Pavarde474          4    6    7    6    10   9    1    9    3    10   
Vardas475           Pavarde475          3    6    3    1    6    8    8    2    8    7    
Vardas476           Pavarde476          1    10   3    9    6    10   4    1    8    4    
Vardas477           Pavarde477          10   8    7    8    10   2    8    1    8    6    
Vardas478           Pavarde478          5    1    7    8    1    4    1    3    6    8    
Vardas479           Pavarde479          2    6    1    9    5    6    7    4    10   1    
Vardas480           Pavarde480          3    7    9    4    10   3    9    3    7    2    
Vardas481           Pavarde481          7    10   10   6    5    9    2    9    3    1    
Vardas482           Pavarde482          8    4    2    6    6    10   4    9    6    1    
Vardas483           Pavarde483          8    6    10   9    6    7    1    5    7    5    
Vardas484           Pavarde484          8    8    8    10   7    8    9    3    10   2    
Vardas485           Pavarde485          1    4    4    9    2    1    6    10   10   9    
Vardas486           Pavarde486          1    6    10   4    8    7    8    2    1    3    
Vardas487           Pavarde487          4    2    5    3    3    4    1    10   4    7    
Vardas488           Pavarde488          3    3    3    6    7    2    6    7    2    5    
Vardas489           Pavarde489          1    4    1    10   4    10   1    4    5    4    
Vardas490           Pavarde490          7    2    1    6    8    7    8    8    7    5    
Vardas491           Pavarde491          2    5    10   9    8    7    9    9    2    4    
Vardas492           Pavarde492          5    7    6    5    1    10   9    8    4    3    
Vardas493           Pavarde493          10   9    4    9    6    4    8    3    8    7    
Vardas494           Pavarde494          8    5    10   9    9    5    2    2    9    3    
Vardas495           Pavarde495          10   8    7    8    7    2    8    5    5    5    
Vardas496           Pavarde496          8    8    5    1    9    5    3    9    3    6    
Vardas497           Pavarde497          9    5    9    10   6    6    1    9    8    3    
Vardas498           Pavarde498          7    5    10   8    3    7    5    5    7    7    
Vardas499           Pavarde499          9    3    8    2    5    10   10   10   4    4    
Vardas500           Pavarde500          10   5    1    5    2    1    9    3    2    6    
Vardas501           Pavarde501          8    4    8    5    6    2    3    2    9    7    
Vardas502           Pavarde502          3    10   8    2    3    5    8    5    4    4    
Vardas503           Pavarde503          8    5    8    8    6    1    8    5    1    9    
Vardas504           Pavarde504          5    1    4    8    9    10   10   8    4    3    
Vardas505           Pavarde505          9    10   9    5    2    1    6    10   8    8    
Vardas506           Pavarde506          9    10   9    2    4    9    2    7    6    2    
Vardas507           Pavarde507          4    8    7    10   2    10   1    5    9    4    
Vardas508           Pavarde508          2    8    9    3    7    1    3    2    2    10   
Vardas509           Pavarde509          7    3    6    5    6    2    3    5    5    8    
Vardas510           Pavarde510          5    9    10   2    1    6    2    6    5    2    
Vardas511           Pavarde511          7    1    8    2    6    10   8    10   1    8    
Vardas512           Pavarde512          5    1    8    1    7    9    10   8    9    7    
Vardas513           Pavarde513          1    6    8    3    9    7    2    2    9    8    
Vardas514           Pavarde514          9    2    7    9    1    9    9    1    4    8    
Vardas515           Pavarde515          2    1    8    6    9    5    1    1    3    7    
Vardas516           Pavarde516          3    4    5    9    6    10   4    1    9    2    
Vardas517           Pavarde517          1    1    6    1    4    6    2    1    4    3    
Vardas518           Pavarde518          3    6    9    7    8    5    5    5    7    10   
Vardas519           Pavarde519          9    9    1    2    7    2    10   9    4    3    
Vardas520           Pavarde520          5    9    5    5    9    10   4    2    4    2    
Vardas521           Pavarde521          10   6    2    6    2    5    4    5    4    7    
Vardas522           Pavarde522          5    8    10   4    6    9    4    8    4    2    
Vardas523           Pavarde523          5    3    10   1    9    10   7    10   7    9    
Vardas524           Pavarde524          6    3    9    4    2    10   7    7    7    5    
Vardas525           Pavarde525          3    5    2    2    4    4    4    5    9    8    
Vardas526           Pavarde526          3    8    10   9    1    7    10   6    8    3    
Vardas527           Pavarde527          10   6    1    7    3    8    9    8    3    1    
Vardas528           Pavarde528          2    3    8    9    10   9    1    9    8    2    
Vardas529           Pavarde529          6    1    10   8    9    5    10   2    8    6    
Vardas530           Pavarde530          4    8    6    6    5    5    2    6    5    1    
Vardas531           Pavarde531          8    6    2    8    3    5    2    7    9    1    
Vardas532           Pavarde532          5    8    7    10   8    10   4    4    3    6    
Vardas533           Pavarde533          3    9    1    3    9    8    1    7    6    10   
Vardas534           Pavarde534          1    8    7    2    1    3    7    9    6    7    
Vardas535           Pavarde535          9    10   7    3    1    10   10   5    5    3    
Vardas536           Pavarde536          3    4    10   1    5    5    2    8    2    3    
Vardas537           Pavarde537          9    5    5    9    3    3    6    10   3    3    
Vardas538           Pavarde538          1    10   3    8    5    3    3    6    5    8    
Vardas539           Pavarde539          4    6    1    2    9    10   1    3    9    2    
Vardas540           Pavarde540          5    6    2    5    4    1    6    4    7    10   
Vardas541           Pavarde541          9    5    6    6    7    1    7    8    3    9    
Vardas542           Pavarde542          4    7    6    3    9    9    9    4    7    1    
Vardas543           Pavarde543          2    7    9    1    1    7    8    5    7    2    
Vardas544           Pavarde544          8    10   10   7    4    9    5    6    2    3    
Vardas545           Pavarde545          2    5    8    2    1    6    1    4    8    10   
Vardas546           Pavarde546          2    6    7    5    5    8    1    7    9    5    
Vardas547           Pavarde547          2    5    2    6    6    6    4    2    5    10   
Vardas548           Pavarde548          10   9    2    10   10   7    10   4    8    6    
Vardas549           Pavarde549          3    6    2    5    6    6    10   6    5    7    
Vardas550           Pavarde550          7    10   10   5    10   8    3    7    10   4    
Vardas551           Pavarde551          7    2    4    7    7    8    4    7    8    3    
Vardas552           Pavarde552          4    7    4    2    9    2    9    5    4    2    
Vardas553           Pavarde553          5    6    10   8    3    6    6    5    3    8    
Vardas554           Pavarde554          7    8    1    10   9    3    3    2    9    2    
Vardas555           Pavarde555          3    9    6    1    5    3    4    9    4    8    
Vardas556           Pavarde556          8    2    9    10   7    6    5    8    4    8    
Vardas557           Pavarde557          2    3    7    3    10   4    4    9    6    6    
Vardas558           Pavarde558          8    2    1    3    9    2    8    2    6    8    
Vardas559           Pavarde559          2    4    4    7    5    4    7    3    4    5    
Vardas560           Pavarde560          3    10   2    1    1    9    4    9    10   2    
Vardas561           Pavarde561          4    4    6    3    10   8    10   2    1    9    
Vardas562           Pavarde562          5    4    3    3    5    8    1    10   3    3    
Vardas563           Pavarde563          4    1    1    10   9    8    3    10   2    2    
Vardas564           Pavarde564          7    9    9    10   6    2    2    8    6    1    
Vardas565           Pavarde565          7    10   7    5    4    5    5    1    10   10   
Vardas566           Pavarde566          3    3    9    6    5    6    1    2    10   5    
Vardas567           Pavarde567          1    4    4    5    1    2    4    1    10   7    
Vardas568           Pavarde568          2    2    6    8    1    1    6    5    7    5    
Vardas569           Pavarde569          9    3    10   10   1    8    4    4    7    10   
Vardas570           Pavarde570          3    3    5    3    7    10   5    3    2    8    
Vardas571           Pavarde571          5    7    9    8    9    3    3    5    9    1    
Vardas572           Pavarde572          4    1    10   9    1    8    3    9    9    5    
Vardas573           Pavarde573          7    2    2    4    10   1    3    8    3    8    
Vardas574           Pavarde574          5    3    5    4    1    4    6    5    10   6    
Vardas575           Pavarde575          9    7    4    3    4    4    3    1    7    2    
Vardas576           Pavarde576          9    4    6    4    10   9    2    6    10   5    
Vardas577           Pavarde577          5    4    9    3    5    8    9    4    8    6    
Vardas578           Pavarde578          5    10   9    6    2    5    9    8    1    8    
Vardas579           Pavarde579          9    2    5    5    3    5    7    8    9    2    
Vardas580           Pavarde580          9    6    5    9    1    1    5    1    8    8    
Vardas581           Pavarde581          5    5    9    1    4    9    10   2    3    10   
Vardas582           Pavarde582          7    6    5    5    4    7    9    5    6    10   
Vardas583           Pavarde583          10   9    7    4    5    7    4    8    3    9    
Vardas584           Pavarde584          1    1    9    7    9    4    2    1    7    3    
Vardas585           Pavarde585          6    7    8    10   5    7    1    3    5    3    
Vardas586           Pavarde586          5    4    7    1    6    4    5    7    1    2    
Vardas587           Pavarde587          1    8    9    4    9    10   4    9    6    6    
Vardas588           Pavarde588          1    3    1    1    2    5    7    1    4    7    
Vardas589           Pavarde589          3    9    3    10   2    2    7    9    9    3    
Vardas590           Pavarde590          9    3    3    4    3    4    3    2    5    2    
Vardas591           Pavarde591          4    2    3    3    4    2    2    3    3    5    
Vardas592           Pavarde592          8    10   4    3    9    1    9    4    2    1    
Vardas593           Pavarde593          10   5    3    8    6    2    10   10   2    1    
Vardas594           Pavarde594          2    9    10   7    6    9    2    7    10   10   
Vardas595           Pavarde595          5    3    5    5    5    4    8    8    6    4    
Vardas596           Pavarde596          10   3    6    10   7    4    2    7    3    4    
Vardas597           Pavarde597          10   10   4    3    4    9    10   9    9    10   
Vardas598           Pavarde598          5    5    10   3    1    2    4    4    5    10   
Vardas599           Pavarde599          7    5    1    10   9    8    4    8    10   9    
Vardas600           Pavarde600          6    8    10   4    10   7    8    7    9    6    
Vardas601           Pavarde601          10   1    2    1    2    2    5    3    4    1    
Vardas602           Pavarde602          7    7    4    10   4    7    2    4    6    2    
Vardas603           Pavarde603          1    2    8    3    8    6    3    1    6    5    
Vardas604           Pavarde604          8    3    5    1    3    2    9    7    2    9    
Vardas605           Pavarde605          1    10   7    7    5    7    4    6    6    10   
Vardas606           Pavarde606          4    8    3    3    3    6    10   9    2    9    
Vardas607           Pavarde607          7    7    7    10   4    10   2    9    1    4    
Vardas608           Pavarde608          10   9    3    10   1    7    4    2    8    4    
Vardas609           Pavarde609          10   4    10   10   2    4    7    3    4    8    
Vardas610           Pavarde610          2    9    1    9    7    2    4    10   4    7    
Vardas611           Pavarde611          8    3    8    2    8    6    4    2    6    6    
Vardas612           Pavarde612          5    1    9    5    1    6    8    5    3    7    
Vardas613           Pavarde613          4    8    6    4    1    10   9    6    4    6    
Vardas614           Pavarde614          7    4    2    10   4    8    9    4    5    10   
Vardas615           Pavarde615          3    8    5    1    9    1    8    8    1    3    
Vardas616           Pavarde616          4    8    7    2    10   10   8    10   10   4    
Vardas617           Pavarde617          4    5    2    5    7    2    8    4    8    2    
Vardas618           Pavarde618          9    6    10   7    3    6    4    6    5    3    
Vardas619           Pavarde619          6    10   4    7    9    7    3    9    10   9    
Vardas620           Pavarde620          9    8    7    5    10   9    2    3    5    9    
Vardas621           Pavarde621          8    2    7    1    4    5    1    7    5    5    
Vardas622           Pavarde622          1    8    10   8    2    9    5    7    5    8    
Vardas623           Pavarde623          3    5    3    5    9    6    8    6    6    7    
Vardas624           Pavarde624          2    1    8    4    8    3    5    10   2    4    
Vardas625           Pavarde625          2    6    10   4    7    4    8    10   9    8    
Vardas626           Pavarde626          1    8    5    2    1    4    2    4    5    5    
Vardas627           Pavarde627          5    4    10   5    10   5    7    7    1    4    
Vardas628           Pavarde628          6    9    2    3    1    3    6    2    3    1    
Vardas629           Pavarde629          2    7    7    3    4    9    2    8    6    9    
Vardas630           Pavarde630          8    8    6    6    6    5    5    7    4    10   
Vardas631           Pavarde631          1    5    2    1    4    1    10   6    1    3    
Vardas632           Pavarde632          5    3    2    10   2    9    5    7    8    10   
Vardas633           Pavarde633          7    8    8    10   3    2    4    4    6    2    
Vardas634           Pavarde634          2    10   5    9    1    1    8    9    8    5    
Vardas635           Pavarde635          8    9    9    3    9    3    5    9    7    9    
Vardas636           Pavarde636          6    8    7    2    8    8    6    9    2    9    
Vardas637           Pavarde637          2    10   6    8    10   4    9    3    2    3    
Vardas638           Pavarde638          10   1    3    8    4    7    8    3    2    5    
Vardas639           Pavarde639          6    3    3    10   10   9    4    6    1    2    
Vardas640           Pavarde640          3    10   6    8    9    3    4    4    3    1    
Vardas641           Pavarde641          5    1    1    9    2    1    3    9    3    8    
Vardas642           Pavarde642          8    7    9    5    4    3    4    1    5    7    
Vardas643           Pavarde643          7    9    7    9    6    7    6    1    10   9    
Vardas644           Pavarde644          9    10   3    9    10   5    9    10   3    2    
Vardas645           Pavarde645          7    6    9    3    2    4    8    10   9    6    
Vardas646           Pavarde646          8    5    8    2    3    1    7    9    6    8    
Vardas647           Pavarde647          10   4    2    8    7    5    7    2    3    4    
Vardas648           Pavarde648          8    1    2    2    6    4    5    6    8    10   
Vardas649           Pavarde649          10   5    8    3    5    4    10   6    5    4    
Vardas650           Pavarde650          10   5    6    10   8    1    1    7    7    10   
Vardas651           Pavarde651          6    9    9    6    3    7    5    2    8    1    
Vardas652           Pavarde652          7    5    3    9    2    8    1    5    3    4    
Vardas653           Pavarde653          4    10   1    5    6    8    8    5    8    5    
Vardas654           Pavarde654          10   10   1    1    6    4    2    9    7    10   
Vardas655           Pavarde655          5    4    8    9    10   10   3    10   4    5    
Vardas656           Pavarde656          1    7    10   3    4    1    9    6    5    7    
Vardas657           Pavarde657          4    8    1    5    9    9    3    2    1    6    
Vardas658           Pavarde658          3    7    9    7    5    2    9    10   6    4    
Vardas659           Pavarde659          3    1    8    4    1    10   1    5    7    6    
Vardas660           Pavarde660          2    2    5    3    6    3    2    1    9    6    
Vardas661           Pavarde661          2    8    1    8    2    5    5    8    8    9    
Vardas662           Pavarde662          9    3    1    3    7    2    9    4    7    7    
Vardas663           Pavarde663          7    1    6    2    2    9    8    1    4    1    
Vardas664           Pavarde664          3    1    3    5    3    7    7    2    10   3    
Vardas665           Pavarde665          7    6    9    7    7    5    2    5    8    9    
Vardas666           Pavarde666          7    1    10   6    1    5    1    8    4    6    
Vardas667           Pavarde667          2    1    10   4    9    6    4    1    7    4    
Vardas668           Pavarde668          10   4    4    10   10   5    8    8    6    9    
Vardas669           Pavarde669          10   5    6    4    4    6    10   3    5    9    
Vardas670           Pavarde670          2    6    9    8    1    7    10   10   6    1    
Vardas671           Pavarde671          6    2    2    8    6    10   7    4    8    9    
Vardas672           Pavarde672          3    10   10   7    3    6    9    7    5    9    
Vardas673           Pavarde673          10   4    5    6    9    1    2    7    4    9    
Vardas674           Pavarde674          2    1    2    6    3    6    3    2    6    8    
Vardas675           Pavarde675          4    10   10   6    2    5    5    7    5    9    
Vardas676           Pavarde676          9    5    9    9    3    3    9    8    5    6    
Vardas677           Pavarde677          2    3    7    7    3    8    9    2    3    2    
Vardas678           Pavarde678          7    10   4    7    8    5    6    7    9    7    
Vardas679           Pavarde679          10   4    2    5    8    9    9    1    3    1    
Vardas680           Pavarde680          7    9    8    3    6    10   9    3    5    3    
Vardas681           Pavarde681          8    2    4    7    10   2    6    3    6    2    
Vardas682           Pavarde682          3    9    10   6    5    8    5    4    7    4    
Vardas683           Pavarde683          1    7    10   5    7    1    2    1    9    10   
Vardas684           Pavarde684          7    7    6    10   4    1    2    2    1    6    
Vardas685           Pavarde685          8    8    10   9    9    1    5    5    8    8    
Vardas686           Pavarde686          8    7    1    8    7    10   6    9    10   4    
Vardas687           Pavarde687          9    4    6    10   7    5    1    4    4    1    
Vardas688           Pavarde688          1    8    8    4    8    7    2    3    2    10   
Vardas689           Pavarde689          3    9    9    7    7    2    9    5    9    8    
Vardas690           Pavarde690          9    8    2    3    6    4    1    7    9    1    
Vardas691           Pavarde691          8    5    3    5    4    2    9    1    9    2    
Vardas692           Pavarde692          1    10   7    10   3    3    1    4    6    8    
Vardas693           Pavarde693          9    10   10   2    4    1    8    8    6    4    
Vardas694           Pavarde694          2    5    6    9    8    1    9    10   6    10   
Vardas695           Pavarde695          8    4    8    1    7    6    7    7    7    10   
Vardas696           Pavarde696          8    4    6    8    5    3    2    8    3    2    
Vardas697           Pavarde697          3    10   9    3    2    1    3    8    2    7    
Vardas698           Pavarde698          10   9    9    8    8    2    7    7    7    6    
Vardas699           Pavarde699          4    6    4    8    1    6    9    1    6    10   
Vardas700           Pavarde700          1    2    10   10   7    9    7    4    3    9    
Vardas701           Pavarde701          7    7    3    9    8    9    9    2    6    7    
Vardas702           Pavarde702          2    7    8    9    2    5    8    4    4    10   
Vardas703           Pavarde703          6    8    8    3    2    9    9    3    1    10   
Vardas704           Pavarde704          5    9    7    7    1    10   3    6    8    3    
Vardas705           Pavarde705          4    2    6    10   6    3    7    1    4    9    
Vardas706           Pavarde706          2    9    7    6    5    4    6    7    10   5    
Vardas707           Pavarde707          7    1    4    9    2    3    9    10   4    9    
Vardas708           Pavarde708          4    2    9    1    1    2    3    2    6    4    
Vardas709           Pavarde709          4    3    5    5    9    4    8    7    4    8    
Vardas710           Pavarde710          6    3    10   8    9    9    6    1    1    6    
Vardas711           Pavarde711          8    6    2    6    3    1    6    5    9    5    
Vardas712           Pavarde712          5    2    1    2    3    3    9    4    10   9    
Vardas713           Pavarde713          6    8    1    9    4    7    9    5    1    8    
Vardas714           Pavarde714          6    3    1    6    7    7    10   6    10   4    
Vardas715           Pavarde715          10   7    6    5    8    9    3    5    2    1    
Vardas716           Pavarde716          10   5    1    4    8    9    9    7    6    2    
Vardas717           Pavarde717          6    2    7    1    4    6    3    10   5    4    
Vardas718           Pavarde718          2    8    9    2    1    7    3    8    4    3    
Vardas719           Pavarde719          2    5    1    7    1    6    7    3    2    4    
Vardas720           Pavarde720          3    1    5    9    5    9    2    1    7    2    
Vardas721           Pavarde721          6    3    1    3    5    2    6    5    7    5    
Vardas722           Pavarde722          5    3    2    8    4    8    7    6    7    5    
Vardas723           Pavarde723          2    10   7    3    1    7    7    4    3    5    
Vardas724           Pavarde724          7    9    10   5    3    5    4    2    8    6    
Vardas725           Pavarde725          6    7    2    3    9    10   2    2    3    9    
Vardas726           Pavarde726          5    2    5    2    7    6    3    5    2    4    
Vardas727           Pavarde727          7    2    8    10   6    9    10   9    3    4    
Vardas728           Pavarde728          9    7    3    8    8    5    4    9    6    4    
Vardas729           Pavarde729          4    8    2    5    10   8    4    10   1    10   
Vardas730           Pavarde730          1    8    8    2    10   5    8    6    3    2    
Vardas731           Pavarde731          6    6    8    6    8    3    10   5    10   8    
Vardas732           Pavarde732          9    9    10   5    1    7    7    10   5    3    
Vardas733           Pavarde733          1    2    4    9    4    5    10   5    5    2    
Vardas734           Pavarde734          10   9    1    10   3    5    2    10   9    7    
Vardas735           Pavarde735          7    8    7    7    7    6    1    10   8    7    
Vardas736           Pavarde736          9    7    9    9    2    5    4    3    1    9    
Vardas737           Pavarde737          6    3    8    3    10   9    4    5    8    5    
Vardas738           Pavarde738          2    1    2    8    9    1    5    4    6    6    
Vardas739           Pavarde739          5    1    2    6    1    1    5    3    2    6    
Vardas740           Pavarde740          1    5    4    2    4    6    5    2    4    7    
Vardas741           Pavarde741          2    5    4    4    1    2    4    3    8    5    
Vardas742           Pavarde742          7    2    6    8    3    4    5    7    3    4    
Vardas743           Pavarde743          8    8    1    2    6    3    3    4    6    5    
Vardas744           Pavarde744          8    8    3    8    10   5    10   2    7    8    
Vardas745           Pavarde745          9    1    10   5    3    3    10   5    1    8    
Vardas746           Pavarde746          1    4    5    9    3    8    4    8    4    8    
Vardas747           Pavarde747          1    2    4    7    5    9    10   9    6    9    
Vardas748           Pavarde748          3    9    2    10   7    10   9    5    7    3    
Vardas749           Pavarde749          2    4    8    9    2    6    10   8    7    8    
Vardas750           Pavarde750          7    3    5    9    2    6    7    10   1    2    
Vardas751           Pavarde751          10   7    9    7    2    5    9    5    8    6    
Vardas752           Pavarde752          5    9    8    3    8    10   8    6    6    3    
Vardas753           Pavarde753          7    9    5    6    4    5    9    9    7    7    
Vardas754           Pavarde754          2    10   1    8    6    10   10   3    3    5    
Vardas755           Pavarde755          5    8    9    2    9    1    7    10   6    4    
Vardas756           Pavarde756          4    7    10   2    2    9    1    4    3    3    
Vardas757           Pavarde757          4    9    10   10   2    5    7    6    4    10   
Vardas758           Pavarde758          2    3    1    5    1    7    5    3    10   4    
Vardas759           Pavarde759          10   6    9    3    8    3    10   6    5    6    
Vardas760           Pavarde760          5    9    5    2    10   1    7    4    7    1    
Vardas761           Pavarde761          6    4    1    7    10   5    5    8    10   7    
Vardas762           Pavarde762          7    10   2    4    8    4    1    4    6    5    
Vardas763           Pavarde763          6    6    6    9    7    2    7    6    8    4    
Vardas764           Pavarde764          4    3    8    1    2    10   10   4    8    7    
Vardas765           Pavarde765          6    9    3    10   6    9    4    5    5    10   
Vardas766           Pavarde766          3    2    2    4    5    8    9    10   4    9    
Vardas767           Pavarde767          8    5    7    6    4    6    6    10   5    4    
Vardas768           Pavarde768          4    7    3    4    6    10   7    10   5    4    
Vardas769           Pavarde769          2    5    6    3    8    7    9    8    9    2    
Vardas770           Pavarde770          9    8    1    7    9    8    3    7    4    7    
Vardas771           Pavarde771          5    10   4    9    5    3    10   10   1    10   
Vardas772           Pavarde772          2    9    5    7    6    9    9    4    5    8    
Vardas773           Pavarde773          2    6    9    7    9    7    3    3    7    4    
Vardas774           Pavarde774          5    10   3    3    8    3    3    2    1    10   
Vardas775           Pavarde775          8    3    9    7    2    7    7    3    5    4    
Vardas776           Pavarde776          10   1    10   3    8    4    2    9    10   7    
Vardas777           Pavarde777          9    2    5    3    9    8    2    10   7    1    
Vardas778           Pavarde778          1    4    6    5    5    1    2    5    5    2    
Vardas779           Pavarde779          7    5    10   7    2    1    5    1    6    1    
Vardas780           Pavarde780          6    9    9    3    6    4    7    9    10   3    
Vardas781           Pavarde781          1    5    3    2    7    2    8    7    2    3    
Vardas782           Pavarde782          4    2    5    5    8    5    4    3    2    4    
Vardas783           Pavarde783          1    4    4    8    8    10   2    7    9    1    
Vardas784           Pavarde784          2    10   3    4    6    8    4    10   7    4    
Vardas785           Pavarde785          8    2    1    8    5    10   7    6    10   3    
Vardas786           Pavarde786          5    5    7    9    8    4    2    8    1    9    
Vardas787           Pavarde787          6    8    7    6    7    8    6    10   3    5    
Vardas788           Pavarde788          1    3    8    1    4    8    9    2    10   7    
Vardas789           Pavarde789          4    9    10   10   3    9    3    10   4    2    
Vardas790           Pavarde790          4    5    5    8    2    8    1    7    6    4    
Vardas791           Pavarde791          7    3    10   6    6    6    7    7    5    9    
Vardas792           Pavarde792          8    4    5    4    8    8    5    4    3    1    
Vardas793           Pavarde793          2    4    9    7    5    2    2    6    1    8    
Vardas794           Pavarde794          10   10   6    10   7    2    4    7    4    6    
Vardas795           Pavarde795          3    5    2    1    3    10   1    8    5    6    
Vardas796           Pavarde796          7    3    1    10   5    8    9    10   3    9    
Vardas797           Pavarde797          2    3    2    9    1    6    2    8    5    6    
Vardas798           Pavarde798          9    5    9    5    1    1    6    10   5    3    
Vardas799           Pavarde799          9    7    6    9    7    6    9    7    7    8    
Vardas800           Pavarde800          8    10   8    2    1    2    8    6    6    8    
Vardas801           Pavarde801          7    7    5    5    7    8    4    1    1    8    
Vardas802           Pavarde802          5    7    5    3    9    1    7    8    6    2    
Vardas803           Pavarde803          7    10   2    7    10   4    10   1    5    9    
Vardas804           Pavarde804          9    6    4    2    10   8    8    10   8    9    
Vardas805           Pavarde805          10   4    1    4    3    1    7    6    5    10   
Vardas806           Pavarde806          3    4    4    3    6    1    6    10   9    9    
Vardas807           Pavarde807          2    2    6    1    6    7    1    1    8    7    
Vardas808           Pavarde808          9    10   6    5    8    1    9    1    6    5    
Vardas809           Pavarde809          7    10   1    7    2    4    9    8    9    4    
Vardas810           Pavarde810          7    1    8    5    10   2    5    2    3    9    
Vardas811           Pavarde811          3    4    6    5    8    3    5    7    3    1    
Vardas812           Pavarde812          3    8    7    2    7    4    7    3    7    1    
Vardas813           Pavarde813          9    4    10   7    5    6    10   6    1    5    
Vardas814           Pavarde814          10   10   7    5    10   6    5    4    4    5    
Vardas815           Pavarde815          3    9    3    10   5    4    10   10   3    6    
Vardas816           Pavarde816          3    1    7    5    8    8    4    2    7    6    
Vardas817           Pavarde817          8    6    10   5    4    10   8    2    6    9    
Vardas818           Pavarde818          2    7    4    4    3    10   7    3    3    1    
