Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas1173          Pavarde1173         7    6    3    6    3    5    2    2    5    5    2    
Vardas1174          Pavarde1174         5    9    7    9    4    4    2    7    8    5    1    
Vardas1175          Pavarde1175         10   5    9    2    7    6    6    6    8    7    1    
Vardas1176          Pavarde1176         7    9    3    6    4    2    5    9    6    3    8    
Vardas1177          Pavarde1177         2    2    1    2    3    2    1    5    10   5    2    
Vardas1178          Pavarde1178         6    2    9    4    3    5    8    1    2    1    2    
Vardas1179          Pavarde1179         4    7    6    10   7    6    10   10   3    8    9    
Vardas1180          Pavarde1180         5    10   4    2    9    2    7    9    4    4    8    
Vardas1181          Pavarde1181         3    1    6    2    4    5    9    7    2    4    3    
Vardas1182          Pavarde1182         2    3    2    8    3    10   4    9    4    5    7    
Vardas1183          Pavarde1183         9    2    6    4    4    1    7    8    5    9    4    
Vardas1184          Pavarde1184         2    5    7    7    3    6    8    4    8    3    5    
Vardas1185          Pavarde1185         6    3    9    2    3    9    9    6    6    9    2    
Vardas1186          Pavarde1186         8    7    1    7    5    8    6    9    4    6    5    
Vardas1187          Pavarde1187         5    1    4    1    4    5    3    1    8    4    4    
Vardas1188          Pavarde1188         2    8    2    7    8    2    1    6    2    10   8    
Vardas1189          Pavarde1189         9    7    5    8    1    4    3    8    5    8    2    
Vardas1190          Pavarde1190         3    10   1    10   10   8    3    2    1    3    10   
Vardas1191          Pavarde1191         7    7    7    2    2    9    4    5    7    2    5    
Vardas1192          Pavarde1192         2    3    6    6    9    6    5    5    4    8    5    
Vardas1193          Pavarde1193         1    7    5    9    7    5    1    2    1    5    4    
Vardas1194          Pavarde1194         7    5    4    10   6    3    6    6    5    8    8    
Vardas1195          Pavarde1195         10   9    1    6    8    3    9    5    7    1    7    
Vardas1196          Pavarde1196         7    10   7    1    9    5    5    2    1    9    4    
Vardas1197          Pavarde1197         1    9    9    6    4    2    4    7    4    2    6    
Vardas1198          Pavarde1198         3    3    6    6    10   10   8    1    6    5    2    
Vardas1199          Pavarde1199         9    10   4    5    8    10   5    7    10   10   1    
Vardas1200          Pavarde1200         1    5    4    1    8    10   5    5    8    7    9    
Vardas1201          Pavarde1201         8    10   5    10   8    10   2    5    1    6    2    
Vardas1202          Pavarde1202         5    4    2    5    5    8    1    3    8    8    1    
Vardas1203          Pavarde1203         3    8    2    9    4    8    6    3    1    9    10   
Vardas1204          Pavarde1204         3    5    2    3    9    10   8    7    10   3    5    
Vardas1205          Pavarde1205         2    9    3    9    5    2    8    1    4    10   9    
Vardas1206          Pavarde1206         5    7    4    2    10   3    5    5    4    2    10   
Vardas1207          Pavarde1207         1    1    10   2    9    6    8    10   8    10   4    
Vardas1208          Pavarde1208         2    5    8    7    9    10   3    5    1    6    10   
Vardas1209          Pavarde1209         10   8    2    7    2    9    3    3    5    1    8    
Vardas1210          Pavarde1210         3    3    1    7    9    3    9    9    4    6    5    
Vardas1211          Pavarde1211         5    6    1    9    8    7    4    3    3    1    2    
Vardas1212          Pavarde1212         2    2    1    7    1    9    8    10   7    2    3    
Vardas1213          Pavarde1213         8    5    1    9    6    4    4    10   3    7    8    
Vardas1214          Pavarde1214         1    7    9    5    5    4    3    2    3    3    10   
Vardas1215          Pavarde1215         10   4    3    7    2    9    4    5    10   1    7    
Vardas1216          Pavarde1216         4    10   2    5    8    3    7    4    2    2    9    
Vardas1217          Pavarde1217         3    6    5    7    3    10   8    3    9    9    7    
Vardas1218          Pavarde1218         7    9    1    3    6    4    4    8    5    7    1    
Vardas1219          Pavarde1219         2    4    4    2    4    1    1    1    5    6    8    
Vardas1220          Pavarde1220         1    9    9    5    2    4    6    10   4    4    8    
Vardas1221          Pavarde1221         1    5    8    9    1    9    2    1    2    7    10   
Vardas1222          Pavarde1222         1    3    9    4    3    4    6    9    6    2    4    
Vardas1223          Pavarde1223         5    3    5    2    6    1    7    4    4    9    3    
Vardas1224          Pavarde1224         2    10   9    6    7    4    5    10   3    3    5    
Vardas1225          Pavarde1225         6    8    2    1    9    1    3    1    5    2    7    
Vardas1226          Pavarde1226         9    9    8    9    8    9    10   9    6    7    9    
Vardas1227          Pavarde1227         9    3    10   3    3    10   1    10   7    7    5    
Vardas1228          Pavarde1228         1    3    1    4    5    5    8    7    2    3    1    
Vardas1229          Pavarde1229         5    4    6    8    7    5    6    7    6    4    10   
Vardas1230          Pavarde1230         7    9    10   9    6    1    4    5    5    3    5    
Vardas1231          Pavarde1231         9    5    4    1    1    1    7    9    2    2    7    
Vardas1232          Pavarde1232         1    7    7    10   6    5    4    10   8    6    6    
Vardas1233          Pavarde1233         3    3    4    2    7    4    1    6    3    1    6    
Vardas1234          Pavarde1234         9    10   3    8    1    8    10   6    10   2    2    
Vardas1235          Pavarde1235         10   7    9    10   2    1    5    3    5    10   8    
Vardas1236          Pavarde1236         4    7    9    2    6    4    7    8    10   9    9    
Vardas1237          Pavarde1237         8    9    5    3    10   8    7    9    9    9    4    
Vardas1238          Pavarde1238         4    9    8    1    6    2    7    8    9    7    2    
Vardas1239          Pavarde1239         3    7    1    8    1    2    2    5    9    10   8    
Vardas1240          Pavarde1240         10   2    3    5    6    8    3    4    2    10   6    
Vardas1241          Pavarde1241         5    6    7    3    8    4    10   5    4    2    6    
Vardas1242          Pavarde1242         8    2    1    10   3    9    5    6    4    8    8    
Vardas1243          Pavarde1243         8    1    5    8    6    10   3    10   3    5    4    
Vardas1244          Pavarde1244         1    8    3    5    10   5    2    3    7    1    6    
Vardas1245          Pavarde1245         3    4    10   7    4    7    7    6    7    10   6    
Vardas1246          Pavarde1246         4    1    3    7    2    8    1    10   7    6    2    
Vardas1247          Pavarde1247         10   4    9    2    2    6    9    10   5    9    1    
Vardas1248          Pavarde1248         4    6    5    2    4    1    3    6    9    10   3    
Vardas1249          Pavarde1249         5    3    3    3    4    4    9    10   5    10   8    
Vardas1250          Pavarde1250         9    9    10   4    2    7    4    8    2    6    6    
Vardas1251          Pavarde1251         4    3    10   9    7    5    6    6    1    2    3    
Vardas1252          Pavarde1252         8    7    2    10   6    4    5    2    2    7    1    
Vardas1253          Pavarde1253         9    1    7    8    3    2    3    2    8    4    2    
Vardas1254          Pavarde1254         6    10   2    7    2    2    8    7    4    2    5    
Vardas1255          Pavarde1255         1    10   9    8    2    8    1    3    9    4    5    
Vardas1256          Pavarde1256         10   6    5    9    4    3    3    2    2    5    10   
Vardas1257          Pavarde1257         6    4    1    10   9    3    7    3    2    3    5    
Vardas1258          Pavarde1258         9    4    1    10   9    4    10   3    8    1    3    
Vardas1259          Pavarde1259         3    4    8    7    10   4    2    6    6    1    10   
Vardas1260          Pavarde1260         2    6    1    6    2    2    9    10   8    1    10   
Vardas1261          Pavarde1261         8    4    10   2    6    1    4    8    6    10   1    
Vardas1262          Pavarde1262         7    8    4    4    1    1    7    2    1    4    9    
Vardas1263          Pavarde1263         5    4    4    3    6    8    5    4    8    5    2    
Vardas1264          Pavarde1264         2    5    9    1    9    4    4    3    7    5    10   
Vardas1265          Pavarde1265         3    10   10   6    9    9    6    8    8    8    5    
Vardas1266          Pavarde1266         2    4    5    6    4    10   10   9    2    3    6    
Vardas1267          Pavarde1267         2    4    2    10   7    7    10   2    5    10   4    
Vardas1268          Pavarde1268         4    3    9    8    4    8    8    6    1    8    3    
Vardas1269          Pavarde1269         10   8    6    3    9    6    10   3    4    10   3    
Vardas1270          Pavarde1270         7    7    10   8    9    3    2    2    10   5    7    
Vardas1271          Pavarde1271         6    6    3    10   4    5    4    7    1    10   2    
Vardas1272          Pavarde1272         5    5    6    6    9    10   1    5    9    7    7    
Vardas1273          Pavarde1273         8    8    10   7    2    6    2    4    6    10   7    
Vardas1274          Pavarde1274         8    2    9    7    4    4    6    1    9    1    3    
Vardas1275          Pavarde1275         10   1    9    5    10   2    8    5    3    7    8    
Vardas1276          Pavarde1276         9    10   3    8    8    10   1    8    4    8    1    
Vardas1277          Pavarde1277         10   8    6    1    10   9    8    2    5    5    10   
Vardas1278          Pavarde1278         7    8    10   2    7    2    6    5    7    9    9    
Vardas1279          Pavarde1279         9    9    9    9    7    1    1    2    1    6    5    
Vardas1280          Pavarde1280         7    5    5    4    10   10   1    10   8    7    5    
Vardas1281          Pavarde1281         7    2    7    1    1    10   7    8    10   4    1    
Vardas1282          Pavarde1282         1    1    3    5    2    10   6    1    2    1    9    
Vardas1283          Pavarde1283         3    1    2    10   2    3    3    4    3    9    4    
Vardas1284          Pavarde1284         1    3    10   7    9    2    8    3    7    8    2    
Vardas1285          Pavarde1285         3    6    1    6    7    9    8    7    9    5    7    
Vardas1286          Pavarde1286         5    3    2    1    6    8    2    10   5    9    6    
Vardas1287          Pavarde1287         5    3    3    4    5    3    10   2    1    8    6    
Vardas1288          Pavarde1288         8    6    3    8    10   2    5    3    4    5    3    
Vardas1289          Pavarde1289         6    5    3    3    8    4    2    3    8    2    4    
Vardas1290          Pavarde1290         3    9    5    9    5    2    10   1    10   6    7    
Vardas1291          Pavarde1291         5    9    6    8    2    10   5    3    8    2    1    
Vardas1292          Pavarde1292         6    1    4    7    2    5    9    2    6    4    1    
Vardas1293          Pavarde1293         10   8    2    1    1    4    10   9    5    4    8    
Vardas1294          Pavarde1294         4    7    2    10   10   8    3    7    7    8    7    
Vardas1295          Pavarde1295         2    4    9    1    3    6    2    6    2    10   10   
Vardas1296          Pavarde1296         5    3    7    9    1    9    3    9    7    7    3    
Vardas1297          Pavarde1297         3    1    1    9    6    1    4    6    4    3    3    
Vardas1298          Pavarde1298         7    1    4    6    6    1    3    3    6    1    5    
Vardas1299          Pavarde1299         5    6    2    2    5    10   3    5    5    4    5    
Vardas1300          Pavarde1300         8    2    7    3    2    2    10   7    8    8    9    
Vardas1301          Pavarde1301         5    5    6    4    3    4    5    8    6    5    2    
Vardas1302          Pavarde1302         5    9    8    10   10   2    3    5    6    1    1    
Vardas1303          Pavarde1303         5    3    2    2    8    9    9    4    1    10   1    
Vardas1304          Pavarde1304         10   4    4    8    6    6    2    3    6    9    6    
Vardas1305          Pavarde1305         5    10   3    3    1    7    1    4    5    3    3    
Vardas1306          Pavarde1306         1    9    2    10   7    8    6    7    8    8    6    
Vardas1307          Pavarde1307         9    5    5    8    9    10   4    5    6    7    4    
Vardas1308          Pavarde1308         2    7    5    7    1    10   6    6    1    3    3    
Vardas1309          Pavarde1309         5    10   4    8    9    7    3    6    7    7    7    
Vardas1310          Pavarde1310         1    4    6    1    2    4    4    10   8    10   3    
Vardas1311          Pavarde1311         6    10   7    3    7    2    8    4    4    5    2    
Vardas1312          Pavarde1312         6    5    10   9    4    8    6    5    4    7    10   
Vardas1313          Pavarde1313         9    3    7    2    9    3    6    9    7    1    5    
Vardas1314          Pavarde1314         3    6    9    10   2    8    7    6    1    8    1    
Vardas1315          Pavarde1315         10   7    8    10   2    9    5    1    8    7    7    
Vardas1316          Pavarde1316         3    2    4    3    7    4    8    10   9    7    2    
Vardas1317          Pavarde1317         9    8    2    8    5    7    5    3    6    6    10   
Vardas1318          Pavarde1318         1    8    5    8    7    8    2    2    10   1    9    
Vardas1319          Pavarde1319         6    8    5    10   6    5    10   1    4    7    7    
Vardas1320          Pavarde1320         5    8    7    6    7    10   7    4    1    9    3    
Vardas1321          Pavarde1321         1    9    6    5    7    2    8    8    7    3    5    
Vardas1322          Pavarde1322         6    7    9    9    1    9    7    6    6    6    6    
Vardas1323          Pavarde1323         10   3    7    7    2    8    4    4    5    5    10   
Vardas1324          Pavarde1324         2    3    3    3    6    10   6    9    6    2    3    
Vardas1325          Pavarde1325         8    3    1    10   9    7    2    5    4    4    6    
Vardas1326          Pavarde1326         2    8    2    2    6    9    4    6    8    1    1    
Vardas1327          Pavarde1327         8    10   3    10   5    4    5    1    8    5    4    
Vardas1328          Pavarde1328         7    8    6    8    2    5    6    7    1    3    4    
Vardas1329          Pavarde1329         7    10   6    6    10   5    6    3    4    2    3    
Vardas1330          Pavarde1330         8    5    2    10   7    1    2    5    1    3    2    
Vardas1331          Pavarde1331         2    5    7    4    10   5    6    3    2    1    5    
Vardas1332          Pavarde1332         8    2    3    2    6    7    2    4    3    3    2    
Vardas1333          Pavarde1333         9    9    1    4    2    1    4    10   2    8    2    
Vardas1334          Pavarde1334         7    8    6    8    9    10   10   4    1    5    2    
Vardas1335          Pavarde1335         6    7    2    8    1    5    6    8    4    8    1    
Vardas1336          Pavarde1336         7    9    8    5    3    4    8    9    4    4    8    
Vardas1337          Pavarde1337         3    7    5    8    5    10   8    2    2    5    8    
Vardas1338          Pavarde1338         4    7    8    6    5    4    10   9    1    2    1    
Vardas1339          Pavarde1339         5    2    8    8    1    5    9    8    3    2    5    
Vardas1340          Pavarde1340         3    1    9    3    4    2    6    4    10   8    7    
Vardas1341          Pavarde1341         8    9    8    9    2    3    7    3    1    4    7    
Vardas1342          Pavarde1342         6    7    7    6    10   6    9    10   9    5    10   
Vardas1343          Pavarde1343         9    9    4    2    8    1    10   3    5    5    2    
Vardas1344          Pavarde1344         2    1    5    5    10   8    9    9    1    10   1    
Vardas1345          Pavarde1345         1    7    4    1    2    3    10   6    9    1    2    
Vardas1346          Pavarde1346         6    5    9    1    6    2    9    2    8    8    8    
Vardas1347          Pavarde1347         3    6    1    1    7    4    5    1    1    3    8    
Vardas1348          Pavarde1348         1    3    1    2    5    5    5    5    3    6    8    
Vardas1349          Pavarde1349         9    4    10   7    8    4    4    5    4    7    10   
Vardas1350          Pavarde1350         6    2    7    9    1    8    9    6    6    4    2    
Vardas1351          Pavarde1351         8    2    2    2    5    8    9    2    6    9    7    
Vardas1352          Pavarde1352         9    1    1    3    5    3    6    2    8    5    7    
Vardas1353          Pavarde1353         8    9    4    3    3    2    7    10   10   1    7    
Vardas1354          Pavarde1354         3    2    3    4    7    7    4    10   1    6    6    
Vardas1355          Pavarde1355         3    7    5    4    6    7    10   2    5    7    10   
Vardas1356          Pavarde1356         2    3    8    7    2    1    9    4    1    1    8    
Vardas1357          Pavarde1357         3    5    10   10   7    8    9    9    1    1    7    
Vardas1358          Pavarde1358         10   8    6    9    2    7    2    10   4    1    7    
Vardas1359          Pavarde1359         1    5    3    4    5    7    6    7    1    7    2    
Vardas1360          Pavarde1360         10   5    3    1    6    8    7    3    10   3    7    
Vardas1361          Pavarde1361         2    8    9    7    4    9    6    6    3    7    8    
Vardas1362          Pavarde1362         10   3    9    10   4    3    3    7    6    4    5    
Vardas1363          Pavarde1363         9    2    5    3    1    7    3    4    6    6    8    
Vardas1364          Pavarde1364         5    5    10   5    4    7    3    6    1    3    7    
Vardas1365          Pavarde1365         7    2    4    4    9    2    4    1    9    3    8    
Vardas1366          Pavarde1366         2    3    8    9    3    4    8    7    4    1    4    
Vardas1367          Pavarde1367         1    3    6    4    2    6    6    3    6    8    10   
Vardas1368          Pavarde1368         8    9    3    1    7    4    3    3    3    6    1    
Vardas1369          Pavarde1369         3    8    5    1    6    8    4    3    3    9    2    
Vardas1370          Pavarde1370         5    3    2    3    5    2    6    10   5    4    2    
Vardas1371          Pavarde1371         1    6    1    9    10   6    4    4    4    2    4    
Vardas1372          Pavarde1372         2    2    9    5    5    7    6    8    1    4    10   
Vardas1373          Pavarde1373         1    1    4    6    2    3    8    6    1    7    1    
Vardas1374          Pavarde1374         1    9    5    5    5    10   9    7    9    9    8    
Vardas1375          Pavarde1375         8    5    3    3    9    5    8    4    2    1    2    
Vardas1376          Pavarde1376         5    4    3    4    5    6    7    4    9    5    10   
Vardas1377          Pavarde1377         6    8    2    1    6    9    8    5    10   7    7    
Vardas1378          Pavarde1378         1    3    8    7    9    8    9    7    7    6    9    
Vardas1379          Pavarde1379         2    4    7    7    5    6    9    5    9    1    4    
Vardas1380          Pavarde1380         5    7    10   1    7    1    8    7    5    8    7    
Vardas1381          Pavarde1381         8    6    8    10   1    6    7    10   6    8    10   
Vardas1382          Pavarde1382         7    10   2    3    7    7    7    1    8    4    4    
Vardas1383          Pavarde1383         6    6    10   8    10   5    1    2    10   10   4    
Vardas1384          Pavarde1384         1    5    1    4    4    9    4    9    9    5    4    
Vardas1385          Pavarde1385         3    7    3    9    4    9    6    6    10   8    6    
Vardas1386          Pavarde1386         7    6    6    4    2    8    1    1    10   5    2    
Vardas1387          Pavarde1387         8    10   6    2    10   8    1    1    6    5    6    
Vardas1388          Pavarde1388         3    6    6    2    4    2    10   2    7    10   1    
Vardas1389          Pavarde1389         9    2    8    6    4    9    4    8    3    7    9    
Vardas1390          Pavarde1390         8    8    8    2    3    4    10   3    2    8    1    
Vardas1391          Pavarde1391         6    2    8    7    1    8    3    2    1    1    7    
Vardas1392          Pavarde1392         9    1    5    8    1    2    1    5    2    5    9    
Vardas1393          Pavarde1393         1    5    4    3    4    1    10   4    1    9    6    
Vardas1394          Pavarde1394         5    8    8    1    7    7    9    5    7    2    6    
Vardas1395          Pavarde1395         1    2    10   8    5    1    8    7    9    8    4    
Vardas1396          Pavarde1396         3    3    7    8    10   6    3    5    8    3    3    
Vardas1397          Pavarde1397         6    7    9    1    8    10   3    3    9    4    6    
Vardas1398          Pavarde1398         7    4    4    10   4    5    3    5    1    10   5    
Vardas1399          Pavarde1399         9    7    1    2    10   1    10   5    5    8    7    
Vardas1400          Pavarde1400         9    10   10   7    5    6    3    1    2    10   6    
Vardas1401          Pavarde1401         3    9    4    1    3    1    4    8    9    5    2    
Vardas1402          Pavarde1402         3    10   1    3    4    9    5    7    6    10   7    
Vardas1403          Pavarde1403         5    10   10   7    10   5    6    5    1    3    3    
Vardas1404          Pavarde1404         6    9    8    7    8    7    5    3    4    7    5    
Vardas1405          Pavarde1405         4    8    4    6    1    7    8    6    8    7    2    
Vardas1406          Pavarde1406         3    1    4    3    7    6    5    1    6    5    3    
Vardas1407          Pavarde1407         8    6    6    3    4    4    3    7    1    7    7    
Vardas1408          Pavarde1408         4    9    7    10   5    2    6    10   10   5    7    
Vardas1409          Pavarde1409         1    6    8    9    6    3    5    10   7    9    8    
Vardas1410          Pavarde1410         3    3    6    6    10   3    1    3    7    5    2    
Vardas1411          Pavarde1411         8    4    10   8    6    8    1    5    3    10   2    
Vardas1412          Pavarde1412         1    4    3    6    7    2    10   1    1    7    8    
Vardas1413          Pavarde1413         9    5    10   4    3    1    5    5    10   7    6    
Vardas1414          Pavarde1414         9    1    6    4    4    10   5    3    3    3    4    
Vardas1415          Pavarde1415         2    1    10   1    1    4    4    6    1    9    10   
Vardas1416          Pavarde1416         3    10   4    8    1    6    4    6    3    10   5    
Vardas1417          Pavarde1417         6    10   3    8    4    1    3    8    4    6    8    
Vardas1418          Pavarde1418         5    2    4    6    5    2    1    1    2    4    10   
Vardas1419          Pavarde1419         8    5    10   2    9    2    2    3    10   5    8    
Vardas1420          Pavarde1420         6    10   8    10   1    8    7    5    6    8    8    
Vardas1421          Pavarde1421         1    5    2    1    9    10   6    9    9    1    5    
Vardas1422          Pavarde1422         9    4    10   10   8    1    5    7    3    1    9    
Vardas1423          Pavarde1423         9    8    10   9    5    4    7    3    4    10   6    
Vardas1424          Pavarde1424         10   8    6    2    6    9    7    2    7    10   4    
Vardas1425          Pavarde1425         2    3    10   7    6    8    8    9    1    10   5    
Vardas1426          Pavarde1426         10   8    6    10   7    6    7    4    5    1    1    
Vardas1427          Pavarde1427         4    6    10   3    10   2    4    1    8    2    8    
Vardas1428          Pavarde1428         2    5    7    9    2    9    1    10   10   10   1    
Vardas1429          Pavarde1429         4    6    6    2    8    10   8    1    6    7    6    
Vardas1430          Pavarde1430         5    6    4    5    1    3    10   2    7    7    6    
Vardas1431          Pavarde1431         8    4    2    5    3    7    2    6    1    5    9    
Vardas1432          Pavarde1432         4    10   9    6    7    4    4    7    8    3    9    
Vardas1433          Pavarde1433         9    9    10   7    7    8    6    6    5    6    6    
Vardas1434          Pavarde1434         10   8    7    1    2    2    6    7    3    10   5    
Vardas1435          Pavarde1435         4    9    5    6    10   5    3    1    10   7    4    
Vardas1436          Pavarde1436         7    8    2    10   8    8    3    6    7    9    9    
Vardas1437          Pavarde1437         3    3    1    5    5    9    6    6    2    10   1    
Vardas1438          Pavarde1438         3    7    6    4    9    5    10   5    5    4    9    
Vardas1439          Pavarde1439         9    6    5    4    5    7    3    7    3    4    7    
Vardas1440          Pavarde1440         1    2    6    9    1    5    4    8    4    6    9    
Vardas1441          Pavarde1441         2    8    1    4    10   3    1    4    2    3    7    
Vardas1442          Pavarde1442         7    9    8    2    9    6    8    9    9    7    1    
Vardas1443          Pavarde1443         5    8    6    6    7    9    1    6    9    8    8    
Vardas1444          Pavarde1444         7    8    1    5    4    7    1    1    8    6    1    
Vardas1445          Pavarde1445         9    9    3    9    7    9    10   2    7    6    6    
Vardas1446          Pavarde1446         9    5    9    2    10   6    7    2    10   5    10   
Vardas1447          Pavarde1447         4    4    5    7    5    2    3    6    5    4    8    
Vardas1448          Pavarde1448         6    9    9    5    2    3    1    10   10   1    1    
Vardas1449          Pavarde1449         2    5    5    6    8    7    10   3    8    4    7    
Vardas1450          Pavarde1450         1    5    5    8    9    4    8    8    8    5    10   
Vardas1451          Pavarde1451         7    5    3    10   7    6    4    4    3    2    1    
Vardas1452          Pavarde1452         6    7    3    2    3    8    7    2    4    1    2    
Vardas1453          Pavarde1453         6    9    1    4    10   4    3    4    3    10   3    
Vardas1454          Pavarde1454         3    3    4    4    9    1    1    5    6    1    10   
Vardas1455          Pavarde1455         8    6    8    2    9    5    1    2    1    3    1    
Vardas1456          Pavarde1456         2    8    3    10   9    10   4    1    10   2    2    
Vardas1457          Pavarde1457         9    7    8    2    10   10   2    10   10   2    6    
Vardas1458          Pavarde1458         7    10   3    6    7    9    3    8    10   10   2    
Vardas1459          Pavarde1459         8    5    5    8    8    2    6    6    7    7    9    
Vardas1460          Pavarde1460         6    8    9    5    2    10   6    2    10   8    8    
Vardas1461          Pavarde1461         7    9    1    10   1    8    1    2    3    8    8    
Vardas1462          Pavarde1462         2    5    10   8    2    9    5    6    2    3    3    
Vardas1463          Pavarde1463         3    10   3    5    7    1    10   5    9    3    5    
Vardas1464          Pavarde1464         5    6    2    5    8    7    5    1    9    6    9    
Vardas1465          Pavarde1465         2    6    9    6    9    1    10   10   3    3    10   
Vardas1466          Pavarde1466         10   10   6    3    8    9    9    6    8    4    8    
Vardas1467          Pavarde1467         4    10   3    2    10   4    8    2    3    8    4    
Vardas1468          Pavarde1468         7    3    10   5    5    7    1    5    6    7    7    
Vardas1469          Pavarde1469         2    2    6    3    7    6    4    1    1    6    6    
Vardas1470          Pavarde1470         2    4    1    10   8    4    4    1    8    4    2    
Vardas1471          Pavarde1471         4    4    5    2    8    5    1    6    2    5    8    
Vardas1472          Pavarde1472         10   8    10   6    7    3    10   6    4    8    2    
Vardas1473          Pavarde1473         6    4    4    5    2    9    8    4    4    9    5    
Vardas1474          Pavarde1474         3    5    1    10   6    7    10   1    6    6    2    
Vardas1475          Pavarde1475         1    3    2    1    3    8    4    10   5    1    1    
Vardas1476          Pavarde1476         7    5    9    4    2    4    8    4    3    3    7    
Vardas1477          Pavarde1477         10   5    3    2    7    3    10   2    4    6    9    
Vardas1478          Pavarde1478         8    7    8    5    1    1    6    6    2    10   5    
Vardas1479          Pavarde1479         9    8    5    5    10   7    9    5    6    3    3    
Vardas1480          Pavarde1480         2    4    5    2    4    5    9    7    10   4    10   
Vardas1481          Pavarde1481         8    4    2    8    9    1    9    5    6    4    10   
Vardas1482          Pavarde1482         10   9    3    2    1    7    4    7    8    1    9    
Vardas1483          Pavarde1483         5    8    3    10   10   5    7    2    3    6    6    
Vardas1484          Pavarde1484         10   6    10   5    4    8    3    2    10   3    6    
Vardas1485          Pavarde1485         6    8    6    4    5    9    9    10   4    6    1    
Vardas1486          Pavarde1486         9    10   3    3    1    10   7    5    10   3    10   
Vardas1487          Pavarde1487         2    9    1    8    8    8    3    6    2    6    1    
Vardas1488          Pavarde1488         7    5    3    4    9    2    9    2    9    3    9    
Vardas1489          Pavarde1489         1    7    4    3    7    1    5    1    9    9    7    
Vardas1490          Pavarde1490         7    7    4    4    9    8    5    7    7    2    3    
Vardas1491          Pavarde1491         10   4    9    1    3    7    9    3    3    9    3    
Vardas1492          Pavarde1492         2    8    7    6    7    1    1    5    10   5    9    
Vardas1493          Pavarde1493         4    6    9    8    4    9    2    1    9    2    9    
Vardas1494          Pavarde1494         5    10   5    9    6    9    5    4    1    2    5    
Vardas1495          Pavarde1495         10   1    8    9    8    8    1    10   5    10   9    
Vardas1496          Pavarde1496         6    4    1    2    4    2    9    9    5    1    8    
Vardas1497          Pavarde1497         5    10   2    1    4    4    5    3    2    4    1    
Vardas1498          Pavarde1498         7    5    9    8    4    9    10   8    2    3    10   
Vardas1499          Pavarde1499         3    2    1    7    4    3    6    6    9    3    6    
Vardas1500          Pavarde1500         7    5    10   4    7    10   6    3    9    9    3    
Vardas1501          Pavarde1501         3    8    5    9    2    3    2    10   7    7    8    
Vardas1502          Pavarde1502         6    9    2    10   10   8    2    3    9    10   3    
Vardas1503          Pavarde1503         4    7    7    6    4    1    8    2    4    7    5    
Vardas1504          Pavarde1504         9    7    2    4    6    7    8    10   4    2    3    
Vardas1505          Pavarde1505         8    10   5    4    8    9    6    1    8    7    2    
Vardas1506          Pavarde1506         4    3    9    10   4    10   1    9    9    1    10   
Vardas1507          Pavarde1507         7    3    2    3    8    6    1    6    10   3    8    
Vardas1508          Pavarde1508         5    2    4    4    8    5    5    9    8    6    9    
Vardas1509          Pavarde1509         9    1    6    10   3    5    7    7    5    9    3    
Vardas1510          Pavarde1510         5    6    7    10   10   5    6    1    7    6    7    
Vardas1511          Pavarde1511         3    10   9    6    4    4    5    7    4    10   2    
Vardas1512          Pavarde1512         6    1    7    7    4    10   2    4    3    3    3    
Vardas1513          Pavarde1513         4    3    4    6    1    10   7    9    5    6    9    
Vardas1514          Pavarde1514         3    7    4    9    10   7    1    5    5    9    5    
Vardas1515          Pavarde1515         9    5    10   5    7    8    3    10   2    1    1    
Vardas1516          Pavarde1516         4    9    8    9    8    10   3    7    10   4    5    
Vardas1517          Pavarde1517         8    1    9    3    5    5    6    2    10   3    3    
Vardas1518          Pavarde1518         2    9    3    3    1    7    7    3    5    1    7    
Vardas1519          Pavarde1519         9    1    5    7    4    5    6    10   9    2    3    
Vardas1520          Pavarde1520         10   5    7    1    3    3    9    3    9    8    10   
Vardas1521          Pavarde1521         5    2    2    7    1    5    4    7    10   5    4    
Vardas1522          Pavarde1522         9    9    1    7    3    8    9    9    6    8    10   
Vardas1523          Pavarde1523         2    4    8    2    2    3    7    8    8    3    8    
Vardas1524          Pavarde1524         10   9    8    6    3    8    3    7    5    3    7    
Vardas1525          Pavarde1525         10   7    3    5    8    10   4    9    10   9    7    
Vardas1526          Pavarde1526         4    8    9    3    6    1    4    2    7    6    7    
Vardas1527          Pavarde1527         9    2    9    10   6    10   4    6    9    8    7    
Vardas1528          Pavarde1528         8    1    5    8    1    7    5    3    4    8    10   
Vardas1529          Pavarde1529         1    9    4    7    6    10   2    8    1    9    2    
Vardas1530          Pavarde1530         1    7    7    4    5    1    6    10   6    1    5    
Vardas1531          Pavarde1531         4    2    10   3    7    8    9    2    1    4    1    
Vardas1532          Pavarde1532         7    5    3    2    8    5    5    9    3    3    2    
Vardas1533          Pavarde1533         1    1    4    8    5    2    9    1    1    5    9    
Vardas1534          Pavarde1534         2    7    7    6    1    1    8    1    5    3    6    
Vardas1535          Pavarde1535         2    6    5    2    8    8    7    5    7    7    9    
Vardas1536          Pavarde1536         6    7    2    10   6    5    7    8    3    2    1    
Vardas1537          Pavarde1537         4    4    8    2    7    9    5    10   6    7    3    
Vardas1538          Pavarde1538         2    3    9    7    7    10   8    2    6    3    5    
